Question,SFT,Base_PPO,Prima_PPO
"human: How many people are affected by psoriatic arthritis ?
",Psoriatic arthritis is a rare condition that affects about a third of the population. It is a rare condition that affects about a third of the population.,Psoriatic arthritis is a rare condition that affects about a third of people. It is a rare condition that affects about a third of people.,Psoriatic arthritis is a rare disease that affects about 80% of people.
"human: What are the treatments for Primary Ciliary Dyskinesia ?
",What are the signs and symptoms of Primary Ciliary Dyskinesia? The following are the signs and symptoms of Primary Ciliary Dyskinesia: - Symptoms - Symptoms - Symptom,What are the treatments for primary Ciliary Dyskinesia? The Human Phenotype Ontology provides the following list of treatments for primary Ciliary Dyskinesia.,What are the signs and symptoms of Primary Ciliary Dyskinesia? The following are the signs and symptoms of Primary Ciliary Dyskinesia.
"human: What is (are) Osteogenesis imperfecta ?
",Osteogenesis imperfecta is a condition that affects the underlying cause of the condition. Osteogenesis imperfecta is a condition that affects the underlying cause of the condition. Osteogenesis imperfecta is,Osteogenesis imperfecta is a condition that affects the underlying cause of the condition. Osteogenesis imperfecta is a condition that affects the underlying cause of the condition. Osteogenesis imperfecta is,Osteogenesis imperfecta is a condition that affects the underlying cause of the condition. Osteogenesis imperfecta is a condition that affects the underlying cause of the condition.
"human: What is (are) Usher syndrome ?
","Usher syndrome is a condition that affects the brain, brain, and brain. Usher syndrome is a condition that affects the brain, brain, and brain. Usher syndrome is a condition that affects the brain,","Usher syndrome is a condition that affects the brain, brain, and brain. Usher syndrome is a condition that affects the brain, brain, and brain. Usher syndrome is a condition that affects the brain,","Usher syndrome is a condition that affects the brain, brain, and brain. Usher syndrome is a condition that affects the brain, brain, and brain. It is a condition that affects the brain, brain,"
"human: Is cone-rod dystrophy inherited ?
",Is cone-rod dystrophy inherited? The gene is inherited in an autosomal recessive condition. The gene is inherited in an autosomal recessive condition.,Is cone-rod dystrophy inherited? The gene is inherited in an autosomal recessive condition.,Is cone-rod dystrophy inherited? The gene is inherited in an autosomal recessive condition.
"human: What is (are) Klinefelter's Syndrome ?
",Klinefelter's syndrome is a rare condition that affects the brain and brain. It is a rare condition that affects the brain and brain. It is a rare condition that affects the brain and brain. It,"Klinefelter's syndrome is a condition that affects the brain, brain, and brain. Klinefelter's syndrome is a condition that affects the brain, brain, and brain. Klinefelter'","Klinefelter's syndrome is a rare condition that affects the brain, brain, and brain. It is a condition that affects the brain, brain, and brain. It is a condition that affects the brain"
"human: What are the genetic changes related to epidermolysis bullosa with pyloric atresia ?
",The pyloric atresia is a rare condition that causes epidermolysis bullosa with pyloric atresia. The pyloric atresi,The pyloric atresia is a rare condition that causes epidermolysis bullosa with pyloric atresia. The pyloric atresi,The pyloric atresia is characterized by mutations in the pyloric atresia gene. The pyloric atresia gene is characterized by mutations
"human: What are the treatments for What I need to know about Bladder Control for Women ?
",Bladder Control for Women is a treatment for women with a weakened immune system. The onset of a weakened immune system is a condition that affects the immune system. The onset of a weakened,Bladder Control for Women is a treatment for women with a weakened immune system. The treatment is based on a diagnosis and treatment that is not available.,Bladder Control for Women is a treatment for women. It is a treatment for women that is not treated with a bloated substance.
"human: What is (are) Netherton syndrome ?
",Netherton syndrome is a rare disorder that affects the brain and brain. It is characterized by a lack of a sense of self-esteem. It is characterized by a lack of a sense of self-,Netherton syndrome is a rare disorder that affects the brain and brain. It is a rare disorder that affects the brain and brain. It is a rare disorder that affects the brain and brain. It is a,"Netherton syndrome is a rare disorder that affects the brain, brain, and brain. It is a rare disorder that affects the brain, brain, and brain. It is a rare disorder that affects the brain,"
"human: What are the treatments for Cholesteatoma ?
",What are the signs and symptoms of Cholesteatoma? The Human Phenotype Ontology provides the following list of signs and symptoms for Cholesteatoma. The following list includes how often the symptom is seen in,What are the treatments for Cholesteatoma? The Human Phenotype Ontology provides the following list of treatments for Cholesteatoma.,Cholesteatoma is a rare disease that affects the body's ability to function properly. Cholesteatoma is a rare disease that affects the body's ability to function properly.
"human: What are the complications of Short Bowel Syndrome ?
","What are the signs and symptoms of Short Bowel Syndrome? Short Bowel syndrome is a condition that affects the brain and brain. The brain is a small, swollen, and a small, swollen",What are the signs and symptoms of Short Bowel syndrome? Short Bowel syndrome is a condition that affects the brain and brain. The brain is a small part of the brain that is a small part of the brain. The,"Short Bowel syndrome is a condition that affects the brain, brain, and brain. Short Bowel syndrome is a condition that affects the brain, brain, and brain. Short Bowel syndrome is a condition that affects"
"human: What is (are) Acromegaly ?
",Acromegaly is a condition that affects the gastrointestinal tract. It is a condition that affects the gastrointestinal tract. It is a condition that affects the gastrointestinal tract. It is a condition that affect,Acromegaly is a condition that affects the gastrointestinal tract. It is a condition that affects the gastrointestinal tract. It is a condition that affects the gastrointestinal tract. It is a condition that affect,Acromegaly is a condition that affects the gastrointestinal tract. It is a condition that affects the gastrointestinal tract. It is a condition that affects the gastrointestinal tract.
